"","X","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung"
"374",374,"E31102010000000000001274450600001",NA,NA,NA,NA,NA,NA,NA,NA,NA,714301277,56472,"Nisterau","Auf der Pfuhler Höhe / Flurstück( 27 )","500",1997-02-28,749118,"7143","Westerwald","714301","Bad Marienberg",2350,749,7990,1067,2826.8864
"375",375,"E31102010000000000001277342500001","ENERCON GmbH","E-66",1800,"31.12.2003",7143252,50.727294,7.797876,114,70,714302252,57629,"Kundert","Außenbereich / Flurstück( 20 )","1800",2003-12-30,2409202,"7143","Westerwald","714302","Hachenburg",2350,2409,7990,332,2178.8224
"376",376,"E31102010000000000001277342500002","ENERCON GmbH","E-66",1800,"19.12.2003",7143252,50.727333,7.803342,114,70,714302252,57629,"Kundert","Außenbereich / Flurstück( 20 )","1800",2003-12-19,2409202,"7143","Westerwald","714302","Hachenburg",2350,2409,7990,332,2178.8224
"377",377,"E31102010000000000001278035900001","ENERCON GmbH","E-66/18.70",1800,"30.03.2004",7143222,50.653402,8.005816,85,70,714301222,56472,"Fehl-Ritzhausen","Flurstück( 23/1,23/2,24,28 )","1800",2004-03-30,2821749,"7143","Westerwald","714301","Bad Marienberg",2350,2822,7990,283,2017.5872
"378",378,"E31102010000000000001279811800001","ENERCON GmbH","E-58/10.58",1000,"09.07.2004",7143242,50.6265,7.9964,70,58.6,714309242,56462,"Höhn","Flurstück( 41/2 )","1000",2004-07-09,1459338,"7143","Westerwald","714309","Westerburg",2350,1459,7990,548,2549.7024
"379",379,"E31102010000000000002000196200001","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.654519,8.099289,100,77,714306302,56477,"Waigandshain","Flurstück( 1 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"380",380,"E31102010000000000002000196200002","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.653786,8.101897,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"381",381,"E31102010000000000002000196200003","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.653028,8.105739,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"382",382,"E31102010000000000002000196200004","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.652394,8.109406,100,77,714306302,56477,"Waigandshain","Flurstück( 3/2 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"383",383,"E31102010000000000002000196200005","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.651914,8.113228,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"384",384,"E31102010000000000002000196200006","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.65025,8.117819,100,77,714306244,56479,"Homberg","Flurstück( 3 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"385",385,"E31102010000000000002000196200007","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.651444,8.100603,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"386",386,"E31102010000000000002000196200008","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650856,8.104069,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"387",387,"E31102010000000000002000196200009","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.649344,8.104439,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"388",388,"E31102010000000000002000196200010","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650878,8.106461,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"389",389,"E31102010000000000002000196200011","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650183,8.107217,100,77,714306302,56477,"Waigandshain","Flurstück( 2 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"390",390,"E31102010000000000002000196200012","Fuhrländer AG","FL MD 77",1500,"17.12.2004",7143302,50.650742,8.107611,100,77,714306302,56477,"Waigandshain","Flurstück( 3/1 )","1500",2004-12-17,2819229,"7143","Westerwald","714306","Rennerod",2350,2819,7990,283,2018.7584
"391",391,"E31102010000000000002000219900001","ENERCON GmbH","E-40/6.44 E3",600,"20.06.2002",7143202,50.6223,7.8513,65,44,714302202,57642,"Alpenrod","Außenbereich / Flurstück( 46/47 )","600",2002-06-20,628332,"7143","Westerwald","714302","Hachenburg",2350,628,7990,1272,2874.1248
"392",392,"E31102010000000000002000249400001","ENERCON GmbH","E-70 E4",2000,"13.06.2006",7143025,50.615968,7.765482,113,70,714307025,56244,"Hartenfels","Flur 29, Flurstück 1","2000",2006-06-13,3161023,"7143","Westerwald","714307","Selters (Westerwald)",2350,3161,7990,253,1885.2416
"393",393,"E31102010000000000002000249400002","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143025,50.610827,7.772412,113,70,714307025,56244,"Hartenfels","Flur 29, Flurstück 11","2000",2006-09-01,2971406,"7143","Westerwald","714307","Selters (Westerwald)",2350,2971,7990,269,1959.4176
"394",394,"E31102010000000000002000249400003","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143025,50.612453,7.770576,113,70,714307025,56244,"Hartenfels","Flur 29, Flurstück 9","2000",2006-08-17,2756310,"7143","Westerwald","714307","Selters (Westerwald)",2350,2756,7990,290,2043.3536
"395",395,"E31102010000000000002000249400004","ENERCON GmbH","E-70 E4",2000,"25.09.2006",7143025,50.61453,7.768996,113,70,714307025,56244,"Hartenfels","Flur 29, Flurstück 2","2000",2006-09-25,2749288,"7143","Westerwald","714307","Selters (Westerwald)",2350,2749,7990,291,2046.0864
"396",396,"E31102010000000000002000249400005",NA,NA,NA,NA,NA,NA,NA,NA,NA,714307029,56249,"Herschbach","Flur 68, Flurstück 9520","2000",2006-07-24,3017651,"7143","Westerwald","714307","Selters (Westerwald)",2350,3018,7990,265,1941.0688
"397",397,"E31102010000000000002000249400006","ENERCON GmbH","E-70 E4",2000,"14.08.2006",7143241,50.616703,7.761902,114,70,714302241,57629,"Höchstenbach","Flur 27, Flurstück 2539","2000",2006-08-14,2808164,"7143","Westerwald","714302","Hachenburg",2350,2808,7990,285,2023.0528
"398",398,"E31102010000000000002000249400007","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143268,50.606557,7.759739,113,70,714302268,56271,"Mündersbach","Flur 27, Flurstück 4027","2000",2006-06-29,2807602,"7143","Westerwald","714302","Hachenburg",2350,2808,7990,285,2023.0528
"399",399,"E31102010000000000002000249400008","ENERCON GmbH","E-70 E4",2000,"06.07.2006",7143268,50.611068,7.764593,113,70,714302268,56271,"Mündersbach","Flur 27, Flurstück 4027","2000",2006-07-06,3181450,"7143","Westerwald","714302","Hachenburg",2350,3181,7990,251,1877.4336
"400",400,"E31102010000000000002000249400009","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143268,50.612847,7.761127,113,70,714302268,56271,"Mündersbach","Flur 27, Flurstück 4026","2000",2006-06-22,3097220,"7143","Westerwald","714302","Hachenburg",2350,3097,7990,258,1910.2272
"401",401,"E31102010000000000002000249400010","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143029,50.603013,7.762049,113,70,714307029,56249,"Herschbach","Flur 68, Flurstück 9521","2000",2006-07-05,2657525,"7143","Westerwald","714307","Selters (Westerwald)",2350,2658,7990,301,2081.6128
"402",402,"E31102010000000000002000249400011","ENERCON GmbH","E-70 E4",2000,"01.09.2006",7143268,50.609029,7.76565,113,70,714302268,56271,"Mündersbach","Flur 27, Flurstück 4027","2000",2006-07-28,2548944,"7143","Westerwald","714302","Hachenburg",2350,2549,7990,313,2124.1664
"403",403,"E31102010000000000002000249400012","ENERCON GmbH","E-70 E4",2000,"19.06.2006",7143268,50.608,7.7597,113.5,71,714302268,56271,"Mündersbach","Flur 27, Flurstück 4025","2000",2006-06-19,2848478,"7143","Westerwald","714302","Hachenburg",2350,2848,7990,281,2007.4368
"404",404,"E31102010000000000002000578400001","ENERCON GmbH","E70-E4",2000,"13.06.2007",7143226,50.518535,7.982332,113.5,70,714309226,56459,"Girkenroth","Flur 5, Flurstück 5/2","2000",2007-06-13,3150672,"7143","Westerwald","714309","Westerburg",2350,3151,7990,254,1889.1456
"405",405,"E31102010000000000002000578400002","ENERCON GmbH","E70-E4",2000,"21.06.2007",7143226,50.517748,7.984887,113.5,70,714309226,56459,"Girkenroth","Flur 5, Flurstück  5/2","2000",2007-06-21,3150672,"7143","Westerwald","714309","Westerburg",2350,3151,7990,254,1889.1456
"406",406,"E31102010000000000002000578400003","ENERCON GmbH","E-82",2000,"28.08.2009",7143226,50.519823,7.994022,138,82,714309226,56459,"Girkenroth","Flur 4, Flurstück 57","2000",2009-08-28,4140448,"7143","Westerwald","714309","Westerburg",2350,4140,7990,193,1503.04
"407",407,"E31102010000000000002001123800001","ENERCON GmbH","E82",2000,"03.08.2009",7143025,50.616579,7.757758,138,82,714302241,57629,"Höchstenbach","Flur 27, Flurstück 2539","2000",2009-08-03,3893912,"7143","Westerwald","714302","Hachenburg",2350,3894,7990,205,1599.0784
"408",408,"E31102010000000000002001466300001","ENERCON GmbH","E-70 E4",2000,"23.12.2010",7143315,50.656077,8.062267,113,70,714306286,56477,"Rennerod","Wilhelm-Albrecht-Straße 900 Z","2000",2010-12-23,3003503,"7143","Westerwald","714306","Rennerod",2350,3004,7990,266,1946.5344
"409",409,"E31102010000000000002001466300002","ENERCON GmbH","E-82",2000,"16.12.2010",7143315,50.660242,8.060175,108,82,714306286,56477,"Rennerod","Wilhelm-Albrecht-Straße 900 Z","2000",2010-12-16,3653017,"7143","Westerwald","714306","Rennerod",2350,3653,7990,219,1693.1648
"410",410,"E31102010000000000002001749800001","ENERCON GmbH","E 53",800,"29.12.2011",7143252,50.725391,7.802329,73,53,714302252,57629,"Kundert","Flur 21, Flurstück 119/3","800",2011-12-29,1122621,"7143","Westerwald","714302","Hachenburg",2350,1123,7990,711,2680.8768
"411",411,"E31102010000000000002001749800002","ENERCON GmbH","E 53",800,"29.12.2011",7143252,50.725213,7.795547,73,53,714302252,57629,"Kundert","Flur 15, Flurstück 9","800",2011-12-29,1122621,"7143","Westerwald","714302","Hachenburg",2350,1123,7990,711,2680.8768
"412",412,"E31102010000000000002001763800001",NA,NA,NA,NA,NA,NA,NA,NA,NA,714308203,56244,"Arnshöfen","Flur 20, Flurstück 15/2","800",2011-12-22,1075048,"7143","Westerwald","714308","Wallmerod",2350,1075,7990,743,2699.616
"413",413,"E31102010000000000002001763800002","ENERCON GmbH","E 53",800,"31.01.2012",7143203,50.527725,7.873258,73.25,53,714308203,56244,"Arnshöfen","Flur 20, Flurstück 15/2","800",2011-12-22,1075048,"7143","Westerwald","714308","Wallmerod",2350,1075,7990,743,2699.616
"414",414,"E31102010000000000002001862100001","Schütz GmbH & Co. KGaA","VT110",3200,"10.02.2013",7143268,50.60975,7.75289,137.6,110,714302268,56271,"Mündersbach","Flurstück 4025, Flur 27","3200",2013-02-10,6243281,"7143","Westerwald","714302","Hachenburg",2350,6243,7990,128,682.0288
"415",415,"E31102010000000000002001862100002","Schütz GmbH & Co. KGaA","VT110",3200,"10.02.2014",7143268,50.61311,7.75533,137.6,110,714302268,56271,"Mündersbach","Flurstück 4026, Flur 27","3200",2014-02-10,6243281,"7143","Westerwald","714302","Hachenburg",2350,6243,7990,128,682.0288
"416",416,"E31102010000000000002001862100003","Schütz GmbH & Co. KGaA","VT110",3200,"22.07.2014",7143268,50.61376,7.74884,143.2,110,714302268,56271,"Mündersbach","Flur 26, Flurstück 4016/4","3200",2014-07-22,6243281,"7143","Westerwald","714302","Hachenburg",2350,6243,7990,128,682.0288
"417",417,"E31102010000000000002002788000001","Nordex Energy GmbH","N117",2400,"19.12.2014",7143293,50.566649,7.940786,140.6,116.8,714309308,56457,"Westerburg","Flur 37, Flurstücke 4/1","2400",2014-12-19,6176677,"7143","Westerwald","714309","Westerburg",2350,6177,7990,129,707.7952
"418",418,"E31102010000000000002002788000002","Nordex Energy GmbH","N117",2400,"22.12.2014",7143293,50.565065,7.935738,140.6,116.8,714309308,56457,"Westerburg","Flur 37, Flurstücke 4/1","2400",2014-12-22,6176677,"7143","Westerwald","714309","Westerburg",2350,6177,7990,129,707.7952
"419",419,"E31102010000000000002002788000003","Nordex Energy GmbH","N117",2400,"15.12.2014",7143293,50.563011,7.941263,140.6,116.8,714309308,56457,"Westerburg-Gershasen","Flur 1, Flurstück 29","2400",2014-12-15,6176677,"7143","Westerwald","714309","Westerburg",2350,6177,7990,129,707.7952
"420",420,"E31102010000000000002002810800001","Schütz GmbH & Co. KGaA","VT110",3200,"09.02.2015",7143241,50.61924,7.76666,143.2,110,714302241,57629,"Höchstenbach","Flur 26, Parzelle 2534/6","3200",2015-02-09,6494274,"7143","Westerwald","714302","Hachenburg",2350,6494,7990,123,584.0384
"421",421,"E31102010000000000002002810800002","Schütz GmbH & Co. KGaA","VT110",3200,"09.02.2015",7143241,50.62186,7.76432,143.2,110,714302241,57629,"Höchstenbach","Flur 26, Parzelle 2534/6","3200",2015-02-09,6494274,"7143","Westerwald","714302","Hachenburg",2350,6494,7990,123,584.0384
"422",422,"E31102010000000000002002810800003","Schütz GmbH & Co. KGaA","VT110",3200,"14.07.2015",7143241,50.61936,7.75456,143.2,110,714302241,57629,"Höchstenbach","Flur 27, Flurstück 2538","3200",2015-07-14,6494274,"7143","Westerwald","714302","Hachenburg",2350,6494,7990,123,584.0384
"423",423,"E31102010000000000002002810800004","Schütz GmbH & Co. KGaA","VT110",3200,"05.08.2015",7143241,50.62193,7.75805,143.2,110,714302241,57629,"Höchstenbach","Flur 26, Parzelle 2528","3200",2015-08-05,6494274,"7143","Westerwald","714302","Hachenburg",2350,6494,7990,123,584.0384
"424",424,"E31102010000000000002002810800005","Schütz GmbH & Co. KGaA","VT110",3200,"25.08.2015",7143268,50.61653,7.75162,143.2,110,714302268,56271,"Mündersbach","Flur 25, Flurstück 4016/4","3200",2015-08-25,6494274,"7143","Westerwald","714302","Hachenburg",2350,6494,7990,123,584.0384
"425",425,"E31102010000000000002003074700001","ENERCON GmbH","E-92",2350,"15.12.2015",7143226,50.519124,7.988923,138,92,714309226,56459,"Girkenroth","Flur 4, Flurstück 65","2350",2015-12-04,4082526,"7143","Westerwald","714309","Westerburg",2350,4083,7990,196,1525.2928
"426",426,"E31102010000000000002003157600001","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh",2530,"21.03.2016",7143242,50.628907,8.008926,139,120,714309242,56462,"Höhn","Flur 37, Flurstück 11-2","2530",2016-03-21,6379431,"7143","Westerwald","714309","Westerburg",2350,6379,7990,125,628.9344
"427",427,"E31102010000000000002003157600002","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh",2530,"15.03.2016",7143242,50.628485,8.016412,139,120,714309242,56462,"Höhn","Flur 37, Flurstück 10","2530",2016-03-15,6379431,"7143","Westerwald","714309","Westerburg",2350,6379,7990,125,628.9344
"428",428,"E31102010000000000002003157600003","GE Wind Energy GmbH","GE 2.5-120, 2,53 MW, 139 m Nh",2530,"10.03.2016",7143242,50.628856,8.001931,139,120,714309242,56462,"Höhn","Flur 38, Flurstück 57+58","2530",2016-03-10,6379431,"7143","Westerwald","714309","Westerburg",2350,6379,7990,125,628.9344
"429",429,"E31102010000000000002010951800001",NA,NA,NA,NA,NA,NA,NA,NA,NA,711100000,56073,"Koblenz","Schulgasse 2","1",2017-02-06,0,"7111",NA,"711100",NA,NA,0,NA,NA,NA
"430",430,"E31102010000000000002011142500001","ENERCON GmbH","E-115",3000,"24.11.2017",7143501,50.536,7.895,149,115.7,714308501,56459,"Elbingen","Elbinger Lei","3000",2017-09-30,7848226,"7143","Westerwald","714308","Wallmerod",2350,7848,7990,102,55.4368
"431",431,"E31102010000000000002011142500002","ENERCON GmbH","E-115",3000,"17.11.2017",7143501,50.54,7.89,149,115.7,714308501,56459,"Elbingen","Elbinger Lei","3000",2017-11-17,7848226,"7143","Westerwald","714308","Wallmerod",2350,7848,7990,102,55.4368
"432",432,"E31102010000000000002011142500003",NA,NA,NA,NA,NA,NA,NA,NA,NA,714308501,56459,"Elbingen","Elbinger Lei","3000",2017-11-24,7848226,"7143","Westerwald","714308","Wallmerod",2350,7848,7990,102,55.4368
"433",433,"E31102010000000000002011282000001","GE Wind Energy GmbH","GE 3.2-130, 3,23 MW, 134 m Nh",3230,"27.03.2018",7143242,50.625571,8.008841,134,130,714309242,56462,"Höhn","Flur 38, Flurstück 51","3230",2018-03-27,7176318,"7143","Westerwald","714309","Westerburg",2350,7176,7990,111,317.7856
"434",434,"E31102010000000000002011282000002","GE Wind Energy GmbH","GE 3.2-130, 3,23 MW, 134 m Nh",3230,"27.03.2018",7143242,50.628856,8.001931,134,130,714309242,56462,"Höhn","Flur 40, Flurstücke 26, 35, 62 und 67","3230",2018-03-27,7176318,"7143","Westerwald","714309","Westerburg",2350,7176,7990,111,317.7856
"435",435,"E311400100000000000W3TR0S00000552","Nordex SE","N-117",2400,"23.01.2020",7338016,49.527819,8.30147,141,116.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",436,"E3118801AAAA000000000000032600373",NA,NA,NA,NA,NA,NA,NA,NA,NA,733800025,67105,"Schifferstadt","Mannheimer Str.","1,75",2012-06-19,0,"7338","Rhein-Pfalz","733800","vfr Rhein-Pfalz",1635,0,5559,Inf,2170.2336
"437",437,"E31238001000001021200000017791804","Südwind Borsig Energy GmbH","S 70",1500,"01.04.2001",7233010,50.059996,6.476662,85,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",438,"E31238010000000000000000114699324","ENERCON GmbH","E-101",3050,"22.08.2014",7134019,49.706402,7.412187,149,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",439,"E31238010000000000000000251307557","ENERCON GmbH","E-92",2350,"30.09.2017",7134042,49.602232,7.219564,138,92,713401075,55776,"Ruschberg","UA Ruschberg 900","2350",2017-09-30,4611838,"7134","Birkenfeld","713401","Baumholder",1850,4612,6290,136,655.0912
"440",440,"E31238010000000000000000251370106","ENERCON GmbH","E-82 E2",2300,"30.07.2014",7134042,49.597276,7.217835,138,82,713401075,55776,"Ruschberg","UA Ruschberg 900Z","2300",2014-07-30,4230378,"7134","Birkenfeld","713401","Baumholder",1850,4230,6290,149,804.224
"441",441,"E31238010000000000000000581081929",NA,NA,NA,NA,NA,NA,NA,NA,NA,713405003,55758,"Allenbach","Hauptstr. 27","3,5",2013-11-15,2626,"7134","Birkenfeld","713405","Herstein-Rhaunen",1850,3,6290,209667,2454.4448
"442",442,"E31238010000000000000000617332516","Vestas Deutschland GmbH","V90",2000,"07.08.2007",7140111,49.573671,7.22213,105,90,714004145,55487,"Sohren","Erlenstr. 2Z / 212","2000",2007-08-07,2963855,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,2964,8330,281,2094.8864
"443",443,"E31238010000000000000000617332517","Vestas Deutschland GmbH","V90",2000,"30.07.2007",7140111,49.57379,7.215399,105,90,714004145,55487,"Sohren","Erlenstr. 2Z / 28","2000",2007-07-30,2963855,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,2964,8330,281,2094.8864
"444",444,"E31238010000000000000000617339031","Vestas Deutschland GmbH","V90",2000,"09.08.2007",7140111,49.573032,7.222754,105,90,714004145,55487,"Sohren","Erlenstr. 2Z / 6","2000",2007-08-09,2963855,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,2964,8330,281,2094.8864
"445",445,"E31238010000000000000000832515818","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,49.852829,6.535372,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 58","1300",2000-10-19,1513216,"7235","Trier-Saarburg","723507","Trier-Land",2675,1513,9095,601,2960.0128
"446",446,"E31238010000000000000000832518851","Nordex Energy GmbH","N60",1300,"11.10.2000",7232024,49.850782,6.536796,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 46","1300",2000-10-11,1495735,"7235","Trier-Saarburg","723507","Trier-Land",2675,1496,9095,608,2966.6496
"447",447,"E31238010000000000000000832518852","Nordex Energy GmbH","N60",1300,"10.10.2000",7232024,49.845009,6.540861,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 136","1300",2000-10-12,1420579,"7235","Trier-Saarburg","723507","Trier-Land",2675,1421,9095,640,2995.9296
"448",448,"E31238010000000000000000832518853","Nordex Energy GmbH","N60",1300,"19.10.2000",7232024,49.842084,6.543303,85,60,723507501,54298,"Welschbillig","Helenenberg 900 / 81","1300",2001-01-17,1487101,"7235","Trier-Saarburg","723507","Trier-Land",2675,1487,9095,612,2970.1632
