"","X","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung"
"937",937,"E31238010000000000000042338300055",NA,NA,1250,"22.05.2002",7232069,49.899722,6.298611,NA,NA,723205069,54675,"Kruchten","Auf dem Lieh 901","1250",2002-05-22,1318773,"7232","Eifelkreis Bitburg-Prüm","723205","Südeifel",1875,1319,6375,483,1973.8624
"938",938,"E31238010000000000000042414090600",NA,NA,NA,NA,NA,NA,NA,NA,NA,723205065,54668,"Kaschenbach","Dorfstr. 904Z","2400",2015-10-15,5568774,"7232","Eifelkreis Bitburg-Prüm","723205","Südeifel",1875,5569,6375,114,314.6624
"939",939,"E31238010000000000000042634490878","Vestas Deutschland GmbH","V126",3300,"15.06.2016",7133009,49.435271,7.345533,137,126,713310024,55592,"Desloch","Obwieser Str. 901Z","3300",2016-06-15,6851171,"7133","Bad Kreuznach","713310","Nahe Glan",2600,6851,8840,129,776.5056
"940",940,"E31238010000000000000042634490879","Vestas Deutschland GmbH","V126",3300,"13.06.2016",7133009,49.435174,7.351712,137,126,713310024,55592,"Desloch","Obwieser Str. 901Z","3300",2016-06-13,6851171,"7133","Bad Kreuznach","713310","Nahe Glan",2600,6851,8840,129,776.5056
"941",941,"E31238010000000000000042663209086","Südwind Borsig Energy GmbH","MD-70",1500,"14.06.2002",7233030,50.239936,6.769625,85,77,723301030,54570,"Hinterweiler","Auf dem Kissen 900 / 27","1500",2002-06-14,2901437,"7233","Vulkaneifel","723301","Daun",2825,2901,9605,331,2617.2416
"942",942,"E31238010000000000000042663212307",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301039,54570,"Kirchweiler","Auf dem Kissen 900 / 2/1","300",2003-11-11,429597,"7233","Vulkaneifel","723301","Daun",2825,430,9605,2234,3581.92
"943",943,"E31238010000000000000042663218057",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301039,54570,"Kirchweiler","Auf dem Kissen 900 / 29/3","1500",2002-06-12,2901438,"7233","Vulkaneifel","723301","Daun",2825,2901,9605,331,2617.2416
"944",944,"E31238010000000000000042679611481","ENERCON GmbH","E-40/6.44 E2",600,"05.06.2002",7232258,50.077478,6.330202,44,43.7,723201258,54649,"Lauperath","An der L 9 / 91/2","600",2002-06-06,902709,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,903,6375,706,2136.2688
"945",945,"E31238010000000000000042978184374","Nordex Energy GmbH","N131",3000,"22.04.2016",7140502,50.116184,7.36671,134,131,714003502,56288,"Lahr","Vallerstr. 900Z","3000",2016-04-22,6957537,"7140","Rhein-Hundsrück","714003","Kastellaun",2450,6958,8330,120,535.6288
"946",946,"E31238010000000000000043151609087",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301039,54570,"Kirchweiler","Auf dem Kissen 900 / 1/1","1500",2002-06-27,2450069,"7233","Vulkaneifel","723301","Daun",2825,2450,9605,392,2793.312
"947",947,"E31238010000000000000043151618058","Enron Wind GmbH","GE 1,5sl",1500,"27.06.2002",7233075,50.238897,6.826161,85,77,723301039,54570,"Kirchweiler","Auf dem Kissen 900 / 1/1","1500",2002-06-27,2450069,"7233","Vulkaneifel","723301","Daun",2825,2450,9605,392,2793.312
"948",948,"E31238010000000000000043202822365","GE Renewable Germany GmbH","GE 1,5",1500,"02.07.2002",7140145,49.953811,7.37215,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500",2002-07-02,1662217,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872
"949",949,"E31238010000000000000043202822366","GE Renewable Germany GmbH","GE 1,5",1500,"04.07.2002",7140145,49.955302,7.370707,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500",2002-07-04,1662217,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872
"950",950,"E31238010000000000000043202822367","GE Renewable Germany GmbH","GE 1,5",1500,"10.07.2002",7140145,49.957166,7.368819,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500",2002-07-10,1662217,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872
"951",951,"E31238010000000000000043202822368","GE Renewable Germany GmbH","GE 1,5",1500,"28.06.2002",7140145,49.95778,7.365311,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500",2002-06-28,1662217,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872
"952",952,"E31238010000000000000043202838857","GE Renewable Germany GmbH","GE 1,5",1500,"27.06.2002",7140145,49.955166,7.36306,85,77,714004145,55487,"Sohren","Laufersweiler Str. 1","1500",2002-06-27,1662217,"7140","Rhein-Hundsrück","714004","Kirchberg (Hunsrück)",2450,1662,8330,501,2603.1872
"953",953,"E31238010000000000000043921584088",NA,NA,NA,NA,NA,NA,NA,NA,NA,713700068,56727,"Mayen","Kehriger Str. 907Z","2780",2016-06-17,6440944,"7137","Mayen-Koblenz","713700","vfr Mayen-Koblenz",2275,6441,7735,120,505.1776
"954",954,"E31238010000000000000044433301513","Vestas Deutschland GmbH","V52",850,"04.09.2002",7133057,49.727633,7.587917,74,52,713310057,55568,"Lauschied","Windpark 900Z","850",2002-09-04,852820,"7133","Bad Kreuznach","713310","Nahe Glan",2600,853,8840,1036,3118.1248
"955",955,"E31238010000000000000044433322370","Vestas Deutschland GmbH","V52",850,"09.09.2002",7133057,49.72927,7.600934,74,52,713310057,55568,"Lauschied","Windpark 900Z","850",2002-09-09,852820,"7133","Bad Kreuznach","713310","Nahe Glan",2600,853,8840,1036,3118.1248
"956",956,"E31238010000000000000044433322371","Vestas Deutschland GmbH","V52",850,"04.09.2002",7133057,49.729509,7.593556,74,52,713310057,55568,"Lauschied","Windpark 900Z","850",2002-09-04,852820,"7133","Bad Kreuznach","713310","Nahe Glan",2600,853,8840,1036,3118.1248
"957",957,"E31238010000000000000044523800085","Nordex Energy GmbH","S70",1500,"25.09.2002",7235047,49.691152,6.89954,85,70,723501047,54421,"Hinzert-Pölert","WKA an der B 237 / 3 + 3/4","1500",2002-11-01,1786683,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1787,9095,509,2853.0432
"958",958,"E31238010000000000000044523818895","Nordex Energy GmbH","S70",1500,"25.09.2002",7235047,49.693306,6.896874,85,70,723501047,54421,"Hinzert-Pölert","WKA an der B 237 / 3 + 3/4","1500",2002-11-01,1786683,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1787,9095,509,2853.0432
"959",959,"E31238010000000000000044523818896","Nordex Energy GmbH","S70",1500,"24.09.2002",7235047,49.691152,6.902226,85,70,723501047,54421,"Hinzert-Pölert","WKA an der B 237 / 3 + 3/4","1500",2002-11-01,1786683,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1787,9095,509,2853.0432
"960",960,"E31238010000000000000044523818897","Nordex Energy GmbH","S70",1500,"26.09.2002",7235047,49.694662,6.900628,85,70,723501047,54421,"Hinzert-Pölert","WKA an der B 237 / 3 + 3/4","1500",2002-11-01,1786683,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1787,9095,509,2853.0432
"961",961,"E31238010000000000000044567250622",NA,NA,NA,NA,NA,NA,NA,NA,NA,714003010,56290,"Beltheim","An der L205 908Z","3050",2015-12-22,6422214,"7140","Rhein-Hundsrück","714003","Kastellaun",2450,6422,8330,130,744.8832
"962",962,"E31238010000000000000044567250627",NA,NA,NA,NA,NA,NA,NA,NA,NA,714003010,56290,"Beltheim","An der L205 908Z","3050",2015-12-30,6422214,"7140","Rhein-Hundsrück","714003","Kastellaun",2450,6422,8330,130,744.8832
"963",963,"E31238010000000000000044762707421",NA,NA,NA,NA,NA,NA,NA,NA,NA,723306214,54611,"Hallschlag","Zur Kehr 905Z","2300",2016-03-03,4983582,"7233","Vulkaneifel","723306","Geroldstein",2825,4984,9605,193,1804.0384
"964",964,"E31238010000000000000044872517907","Nordex Energy GmbH","S70",1500,"15.10.2002",7235045,49.684644,6.907732,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 12","1500",2002-10-15,1434761,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1435,9095,634,2990.464
"965",965,"E31238010000000000000044872518891","Nordex Energy GmbH","S70",1500,"16.10.2002",7235045,49.682294,6.911554,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 33","1500",2002-10-16,1434761,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1435,9095,634,2990.464
"966",966,"E31238010000000000000044872518892","Nordex Energy GmbH","S70",1500,"17.10.2002",7235045,49.682013,6.91536,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 43","1500",2002-11-01,1434761,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1435,9095,634,2990.464
"967",967,"E31238010000000000000044872518893","Nordex Energy GmbH","S70",1500,"16.10.2002",7235045,49.684727,6.91433,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 55","1500",2002-10-16,1434761,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1435,9095,634,2990.464
"968",968,"E31238010000000000000044872518894","Nordex Energy GmbH","S70",1500,"22.10.2002",7235045,49.685502,6.910769,85,70,723501114,54421,"Reinsfeld","Am Dörrenbach 900Z / 50","1500",2002-11-01,1434761,"7235","Trier-Saarburg","723501","Hermeskeil",2675,1435,9095,634,2990.464
"969",969,"E31238010000000000000045112601194","ENERCON GmbH","E - 44",600,"17.10.2002",7235141,49.748192,6.776861,78,44,723504141,54320,"Waldrach","LäusBerg","600",2002-10-01,984024,"7235","Trier-Saarburg","723504","Ruwer",2675,984,9095,924,3166.5344
"970",970,"E31238010000000000000045112614240","ENERCON GmbH","E - 44",600,"18.10.2002",7235141,49.744992,6.779782,78,44,723504141,54320,"Waldrach","LäusBerg","600",2002-10-01,984024,"7235","Trier-Saarburg","723504","Ruwer",2675,984,9095,924,3166.5344
"971",971,"E31238010000000000000045112618243","ENERCON GmbH","E - 44",600,"14.10.2002",7235141,49.74329,6.783441,78,44,723504141,54320,"Waldrach","LäusBerg","600",2002-10-01,984024,"7235","Trier-Saarburg","723504","Ruwer",2675,984,9095,924,3166.5344
"972",972,"E31238010000000000000045704800037","Vestas Deutschland GmbH","V-80",2000,"07.11.2002",7231502,49.827275,7.104657,100,80,723100502,54497,"Morbach","Energielandschaft 902Z / 51/7","2000",2002-11-07,1620882,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,1621,8670,535,2751.9296
"973",973,"E31238010000000000000045704801368",NA,NA,NA,NA,NA,NA,NA,NA,NA,723100502,54497,"Morbach","Energielandschaft 902Z / 51/7","2000",2002-11-13,1620882,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,1621,8670,535,2751.9296
"974",974,"E31238010000000000000045704818817",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106058,54497,"Horath","Energielandschaft 902Z / 51/7","2000",2003-02-06,457126,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,457,8670,1897,3206.3552
"975",975,"E31238010000000000000045704818818","Vestas Deutschland GmbH","V-80",2000,"08.11.2002",7231502,49.829769,7.115514,100,80,723100502,54497,"Morbach","Energielandschaft 902Z / 18/1","2000",2002-11-08,457126,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,457,8670,1897,3206.3552
"976",976,"E31238010000000000000045704818820","Vestas Deutschland GmbH","V80",2000,"12.02.2003",7231502,49.834014,7.112609,100,80,723100502,54497,"Morbach","Energielandschaft 902Z / 18/1","2000",2003-02-12,1014974,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,1015,8670,854,2988.512
"977",977,"E31238010000000000000045704818821","Vestas Deutschland GmbH","V80",2000,"11.11.2002",7231502,49.832603,7.115273,100,80,723100502,54497,"Morbach","Energielandschaft 902Z / 18/1","2000",2002-11-10,1080891,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,1081,8670,802,2962.7456
"978",978,"E31238010000000000000045704818823","Vestas Deutschland GmbH","V-80",2000,"14.03.2003",7231502,49.835399,7.11998,100,80,723100502,54497,"Morbach","Energielandschaft 902Z / 8/2","2000",2003-03-14,1642095,"7231","Bernkastel-Wittlich","723100","vfr Bernkastel-Wittlich",2550,1642,8670,528,2743.7312
"979",979,"E31238010000000000000046019201366",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 19/1","1500",2002-12-04,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"980",980,"E31238010000000000000046019218494",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 18","1500",2002-12-02,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"981",981,"E31238010000000000000046019218496",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 25","1500",2002-12-05,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"982",982,"E31238010000000000000046019218497",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 23","1500",2002-12-02,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"983",983,"E31238010000000000000046019218499",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 3/2","1500",2002-12-12,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"984",984,"E31238010000000000000046019218500",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 3/2","1500",2002-12-13,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"985",985,"E31238010000000000000046019218501",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 11","1500",2002-12-10,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"986",986,"E31238010000000000000046019218502",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 10","1500",2002-12-05,2239197,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"987",987,"E31238010000000000000046019218503",NA,NA,NA,NA,NA,NA,NA,NA,NA,723106123,54424,"Thalfang","Talstr. 901Z / 7","1500",2002-12-05,2239200,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,2239,8670,387,2510.6624
"988",988,"E31238010000000000000046572617024","ENERCON GmbH","E-58/10.58",1000,"20.12.2002",7143253,50.7047,7.9463,89,52.9,713203036,57520,"Friedewald","Nisterberger Weg 901 / 15","1000",2002-12-17,2434047,"7132","Altenkirchen","713203","Daaden-Herdorf",1760,2434,5984,246,1385.92
"989",989,"E31238010000000000000046594100038","ENERCON GmbH","E40  6.44",600,"20.12.2002",7232056,50.018301,6.248464,78,44,723205056,54673,"Hütten","Dorfstraße 900Z / 89/1","600",2002-12-20,1019758,"7232","Eifelkreis Bitburg-Prüm","723205","Südeifel",1875,1020,6375,625,2090.592
"990",990,"E31238010000000000000046621201359","ENERCON GmbH","ENERCON-58/10.58",1000,"19.12.2002",7235137,49.777852,6.566256,70.5,58.6,723507137,54311,"Trierweiler","Hungerberg 3 / 15","1000",2002-12-19,1662899,"7235","Trier-Saarburg","723507","Trier-Land",2675,1663,9095,547,2901.4528
"991",991,"E31238010000000000000047820311488",NA,NA,NA,NA,NA,NA,NA,NA,NA,723201264,54649,"Manderscheid","Manderscheiderhof 900Z","1800",2003-03-10,2399278,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2399,6375,266,1552.2304
"992",992,"E31238010000000000000047990201327","ENERCON GmbH","E-66/18.70-2",1800,"19.03.2003",7232201,50.101575,6.296611,86,70,723201260,54619,"Lichtenborn","Dreis 900Z / 143/35","1800",2003-03-19,2607508,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2608,6375,244,1470.6368
"993",993,"E31238010000000000000047990301233","Fuhrländer AG","FL MD 77",1500,"28.12.2003",7232201,50.112961,6.304454,100,77,723201260,54619,"Lichtenborn","Dreis 900Z / 229/173","1500",2003-12-28,2589450,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2589,6375,246,1478.0544
"994",994,"E31238010000000000000047990318671","Fuhrländer AG","FL MD 77",1500,"31.12.2003",7232201,50.111736,6.307201,100,77,723201201,54687,"Arzfeld","Dreis 900Z / 283/154","1500",2003-12-31,2589450,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2589,6375,246,1478.0544
"995",995,"E31238010000000000000049556204266",NA,NA,NA,NA,NA,NA,NA,NA,NA,723501045,54411,"Hermeskeil","Borwiesenstr. 999Z","2400",2017-03-18,5592666,"7235","Trier-Saarburg","723501","Hermeskeil",2675,5593,9095,163,1367.1808
"996",996,"E31238010000000000000049556235901",NA,NA,NA,NA,NA,NA,NA,NA,NA,723501045,54411,"Hermeskeil","Borwiesenstr. 999Z","2400",2017-03-14,5592666,"7235","Trier-Saarburg","723501","Hermeskeil",2675,5593,9095,163,1367.1808
"997",997,"E31238010000000000000050236400025","Vestas Deutschland GmbH","V80",2000,"15.07.2003",7233048,50.26496,6.89335,100,80,723304003,54552,"Beinhausen","Hauptstr. 0 / 19","2000",2003-07-15,2889320,"7233","Vulkaneifel","723304","Kelberg",2825,2889,9605,332,2621.9264
"998",998,"E31238010000000000000050236418040","Vestas Deutschland GmbH","V80",2000,"07.08.2003",7233003,50.264332,6.901234,100,80,723304048,54552,"Neichen","Hauptstr. 0 / 19","2000",2003-08-07,2889320,"7233","Vulkaneifel","723304","Kelberg",2825,2889,9605,332,2621.9264
"999",999,"E31238010000000000000050272000030","ENERCON GmbH","E66",1800,"16.10.2003",7232292,50.174399,6.3269,98,70,723206292,54595,"Pittenbach","Dorfstraße 900Z","1800",2003-10-16,2116266,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2116,6375,301,1662.7136
"1000",1000,"E31238010000000000000050272011489","ENERCON GmbH","E58",1000,"30.07.2003",7232292,50.171813,6.325573,89,58,723206292,54595,"Pittenbach","Dorfstraße 900Z","1000",2003-07-30,1175705,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1176,6375,542,2029.6896
"1001",1001,"E31238010000000000000051980701032","ENERCON GmbH","E40/6.44",600,"23.10.2003",7232284,50.160591,6.413087,78,44,723206284,54614,"Oberlauch","Brunnenweg 903Z / 3/1","600",2003-10-23,954244,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,954,6375,668,2116.3584
"1002",1002,"E31238010000000000000052080300684","ENERCON GmbH","E-66/18.70-3",1800,"21.03.2003",7232201,50.100102,6.298855,86,70,723201201,54687,"Arzfeld","Dreis 901Z / 156/29","1800",2003-03-21,2489980,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2490,6375,256,1516.704
"1003",1003,"E31238010000000000000052080300685","ENERCON GmbH","E-66/18.70-3",1800,"11.06.2003",7232264,50.095499,6.305912,98,70,723201201,54687,"Arzfeld","Dreis 901Z / 428/79","1800",2003-06-11,2593715,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2594,6375,246,1476.1024
"1004",1004,"E31238010000000000000052080300686","ENERCON GmbH","E-66/18.70-3",1800,"07.11.2003",7232264,50.089499,6.307146,98,70,723201201,54687,"Arzfeld","Dreis 901Z / 185/84","1800",2003-11-07,2593715,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2594,6375,246,1476.1024
"1005",1005,"E31238010000000000000052080301988","ENERCON GmbH","E-53 800 kW",800,"21.03.2011",7232258,50.085399,6.303864,73,53,723201201,54687,"Arzfeld","Dreis 901Z","800",2011-03-21,1342729,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,1343,6375,475,1964.4928
"1006",1006,"E31238010000000000000052080301990","ENERCON GmbH","E-82E2/2.3MW",2300,"20.09.2011",7232201,50.086801,6.293686,138,82,723201201,54687,"Arzfeld","Dreis 901Z / 18","2300",2011-09-20,4104394,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,4104,6375,155,886.5984
"1007",1007,"E31238010000000000000052080320622","ENERCON GmbH","E-66/18.70-3",1800,"26.07.2004",7232201,50.088297,6.299383,98,70,723201201,54687,"Arzfeld","Dreis 901Z / 12","1800",2004-07-26,2593715,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2594,6375,246,1476.1024
"1008",1008,"E31238010000000000000052080320626","ENERCON GmbH","E-66/18.70-3",1800,"14.11.2003",7232201,50.085704,6.300624,98,70,723201201,54687,"Arzfeld","Dreis 901Z / 16/1","1800",2003-11-14,2593715,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2594,6375,246,1476.1024
"1009",1009,"E31238010000000000000052080320627","ENERCON GmbH","E-66/18.70-3",1800,"17.11.2003",7232201,50.085501,6.295704,98,70,723201201,54687,"Arzfeld","Dreis 901Z / 88/14","1800",2003-11-17,2593715,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2594,6375,246,1476.1024
"1010",1010,"E31238010000000000000052080320628","ENERCON GmbH","E-66/18.70-3",1800,"19.11.2003",7232201,50.083197,6.296794,98,70,723201201,54687,"Arzfeld","Dreis 901Z / 357/11","1800",2003-11-19,2593715,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2594,6375,246,1476.1024
"1011",1011,"E31238010000000000000052080320629","ENERCON GmbH","E-66/18.70",1800,"29.07.2004",7232201,50.083609,6.290965,114,70,723201201,54687,"Arzfeld","Dreis 901Z / 26","1800",2004-07-29,2723350,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2723,6375,234,1425.7408
"1012",1012,"E31238010000000000000052582251969","Nordex SE","N117/2400 PH141",2400,"05.09.2017",7231006,49.776099,6.968023,140.6,116.8,723106006,54426,"Berglicht","Station neben St. """"Haardwald Quelle","2400",2017-09-05,6287325,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,6287,8670,138,930.3232
"1013",1013,"E31238010000000000000052924301500",NA,NA,NA,NA,NA,NA,NA,NA,NA,713502028,56761,"Eulgem","Hambucher Str. 900Z / 87","1500",2003-12-11,2150681,"7135","Cochem-Zell","713502","Kaisersesch",2275,2151,7735,360,2179.9936
"1014",1014,"E31238010000000000000052924311378",NA,NA,NA,NA,NA,NA,NA,NA,NA,713502028,56761,"Eulgem","Hambucher Str. 900Z / 87","1500",2003-12-11,2150681,"7135","Cochem-Zell","713502","Kaisersesch",2275,2151,7735,360,2179.9936
"1015",1015,"E31238010000000000000052924318045",NA,NA,NA,NA,NA,NA,NA,NA,NA,713502028,56761,"Eulgem","Hambucher Str. 900Z / 11","1500",2003-12-15,2150681,"7135","Cochem-Zell","713502","Kaisersesch",2275,2151,7735,360,2179.9936
"1016",1016,"E31238010000000000000052924318046",NA,NA,NA,NA,NA,NA,NA,NA,NA,713502028,56761,"Eulgem","Hambucher Str. 900Z / 11","1500",2003-12-10,2150681,"7135","Cochem-Zell","713502","Kaisersesch",2275,2151,7735,360,2179.9936
"1017",1017,"E31238010000000000000053202101080",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206209,54610,"Büdesheim","Flur 10, Flurstück 26 (Prümer Berg) 0","1800",2004-09-15,2525016,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2525,6375,252,1503.04
"1018",1018,"E31238010000000000000053249301550","ENERCON GmbH","E-58",1000,"12.11.2003",7233232,50.340169,6.441389,70,58,723306232,54597,"Ormont","Weinstr. 900Z / 48","1000",2003-11-12,1028982,"7233","Vulkaneifel","723306","Geroldstein",2825,1029,9605,933,3348.0704
"1019",1019,"E31238010000000000000053249318044","ENERCON GmbH","E-58",1000,"12.11.2003",7233232,50.343302,6.439071,70,58,723306232,54597,"Ormont","Weinstr. 900Z / 46","1000",2003-11-12,1028982,"7233","Vulkaneifel","723306","Geroldstein",2825,1029,9605,933,3348.0704
"1020",1020,"E31238010000000000000053360400560",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206223,54597,"Fleringen","Gewerbegebiet 901Z","1500",2003-12-18,2270519,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2271,6375,281,1602.2016
"1021",1021,"E31238010000000000000053360424873",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206223,54597,"Fleringen","Gewerbegebiet 901Z","1500",2003-12-18,2270519,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2271,6375,281,1602.2016
"1022",1022,"E31238010000000000000053361901087",NA,NA,NA,NA,NA,NA,NA,NA,NA,723206288,54597,"Olzheim","Kleinlangenfelder Str. 900Z / 18","1500",2003-12-28,2089737,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2090,6375,305,1672.864
"1023",1023,"E31238010000000000000054522000390","ENERCON GmbH","E-66/18.70",1800,"13.03.2004",7232128,50.050387,6.322693,85,70,723205128,54673,"Uppershausen","Bitburger Str. 900Z / 381/72 und 382/72","1800",2004-03-13,3057470,"7232","Eifelkreis Bitburg-Prüm","723205","Südeifel",1875,3057,6375,209,1295.3472
"1024",1024,"E31238010000000000000054956500775",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208071,54655,"Kyllburgweiler","ZZ ohne postalische Zuordnung 901Z","2000",2004-03-16,2818963,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,2819,6375,226,1388.2624
"1025",1025,"E31238010000000000000054956524869",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208071,54655,"Kyllburgweiler","ZZ ohne postalische Zuordnung 901Z","2000",2004-03-28,2818963,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,2819,6375,226,1388.2624
"1026",1026,"E31238010000000000000054956524870",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208071,54655,"Kyllburgweiler","ZZ ohne postalische Zuordnung 901Z","2000",2004-03-12,2818963,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,2819,6375,226,1388.2624
"1027",1027,"E31238010000000000000054956524871",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208071,54655,"Kyllburgweiler","ZZ ohne postalische Zuordnung 901Z","2000",2004-03-12,2818963,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,2819,6375,226,1388.2624
"1028",1028,"E31238010000000000000055084501543","ENERCON GmbH","E66-18.70",1800,"23.12.2003",7232305,50.218767,6.519803,86,70,723206226,54595,"Weinsheim","Weinsheim Flur 10 Pz. 50/20 neben K179 0 / 43","1800",2003-12-23,2718529,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2719,6375,234,1427.3024
"1029",1029,"E31238010000000000000055084518903","ENERCON GmbH","E66-18.70",1800,"30.03.2003",7232223,50.218234,6.516267,86,70,723206226,54595,"Weinsheim","Weinsheim Flur 10 Pz. 50/20 neben K179  / 1/1","1800",2004-03-30,2722145,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2722,6375,234,1426.1312
